name,English_name,character_name,img_url
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Natsume's Book of Friends Movie: Ephemeral Bond,Madara,https://cdn.myanimelist.net/images/characters/16/137821.jpg
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Natsume's Book of Friends Movie: Ephemeral Bond,Madara,https://cdn.myanimelist.net/images/characters/12/137823.jpg
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Natsume's Book of Friends Movie: Ephemeral Bond,Madara,https://cdn.myanimelist.net/images/characters/5/137825.jpg
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Natsume's Book of Friends Movie: Ephemeral Bond,"Natsume, Takashi",https://cdn.myanimelist.net/images/characters/14/47021.jpg
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Natsume's Book of Friends Movie: Ephemeral Bond,"Natsume, Takashi",https://cdn.myanimelist.net/images/characters/2/47981.jpg
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Natsume's Book of Friends Movie: Ephemeral Bond,"Natsume, Takashi",https://cdn.myanimelist.net/images/characters/12/83357.jpg
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Natsume's Book of Friends Movie: Ephemeral Bond,"Natsume, Takashi",https://cdn.myanimelist.net/images/characters/9/129459.jpg
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Natsume's Book of Friends Movie: Ephemeral Bond,"Natsume, Takashi",https://cdn.myanimelist.net/images/characters/3/141499.jpg
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Natsume's Book of Friends Movie: Ephemeral Bond,"Natsume, Takashi",https://cdn.myanimelist.net/images/characters/5/149269.jpg
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Natsume's Book of Friends Movie: Ephemeral Bond,"Natsume, Takashi",https://cdn.myanimelist.net/images/characters/6/160755.jpg
Natsume Yuujinchou Movie: Utsusemi ni Musubu,Natsume's Book of Friends Movie: Ephemeral Bond,"Natsume, Takashi",https://cdn.myanimelist.net/images/characters/12/314543.jpg
